path,recorded_sha256,current_sha256,status
analysis\sv_data_quality_qc_v1\negative_values.csv.gz,bb2005a38cd51f560acf29e61311cb600d5ff407324226fca28badcce984de4e,bb2005a38cd51f560acf29e61311cb600d5ff407324226fca28badcce984de4e,unchanged
analysis\sv_data_quality_qc_v1\noise_reference_keyword_hits.csv,0d40b6a8e2fa37f22008a597f0c1cb350dfa14c1e047113893fd7f129a53b4c0,0d40b6a8e2fa37f22008a597f0c1cb350dfa14c1e047113893fd7f129a53b4c0,unchanged
analysis\sv_data_quality_qc_v1\output_sha256.csv,34bcdc18c48d569743f3a58c52994a076d05048ec5c0235cc5789788a4d181bb,34bcdc18c48d569743f3a58c52994a076d05048ec5c0235cc5789788a4d181bb,unchanged
analysis\sv_data_quality_qc_v1\provenance.json,d9e42f9ca3ed2e2c6d9ccfe863d7fe8e2d6700b14403c6ee50c6ebb0ac33cf32,d9e42f9ca3ed2e2c6d9ccfe863d7fe8e2d6700b14403c6ee50c6ebb0ac33cf32,unchanged
analysis\sv_data_quality_qc_v1\proximal_tail_detectability_summary.csv,c0e6d3afdf043494cc0c032df0280d35c1fc3aefd61426db9d77ce56080be010,c0e6d3afdf043494cc0c032df0280d35c1fc3aefd61426db9d77ce56080be010,unchanged
analysis\sv_data_quality_qc_v1\pseudo_source_tail_coupling_maps.csv,ca315cedb1cb13642a2c6ca957740437a717fec1528f4acaff0c448e4a72f586,ca315cedb1cb13642a2c6ca957740437a717fec1528f4acaff0c448e4a72f586,unchanged
analysis\sv_data_quality_qc_v1\pseudo_source_tail_coupling_summary.csv,9d0946e2a557946e3f7f4502abc169207caac9ed25195c280646d9138af5ab5b,9d0946e2a557946e3f7f4502abc169207caac9ed25195c280646d9138af5ab5b,unchanged
analysis\sv_data_quality_qc_v1\qc_vs_coupling_summary.csv,6c2d514c93be3233323b45b6523e7094a9e4488e8260acf7d43586e42c7e6138,6c2d514c93be3233323b45b6523e7094a9e4488e8260acf7d43586e42c7e6138,unchanged
analysis\sv_data_quality_qc_v1\raw_sv_array_audit.csv.gz,3413511de844496cd7f48a02e27ff67549d7d4193ee666cb1f4f435ce5351dd1,3413511de844496cd7f48a02e27ff67549d7d4193ee666cb1f4f435ce5351dd1,unchanged
analysis\sv_data_quality_qc_v1\raw_sv_volume_audit_summary.csv,75cf3d2099600deba08dd40fbf4ab2e8f3f96c8d607ac1865f901ed099213526,75cf3d2099600deba08dd40fbf4ab2e8f3f96c8d607ac1865f901ed099213526,unchanged
analysis\sv_data_quality_qc_v1\README.md,fc1c96b49c1cb479c68a62bb0cff1ffff0bb6526081def5400d220c25911b258,fc1c96b49c1cb479c68a62bb0cff1ffff0bb6526081def5400d220c25911b258,unchanged
analysis\sv_data_quality_qc_v1\retained_metadata_availability_audit.csv,64eaabde62dcb6601c71492b26c59ab691fc82cfccbfbce1d9370f9dc9729def,64eaabde62dcb6601c71492b26c59ab691fc82cfccbfbce1d9370f9dc9729def,unchanged
analysis\sv_data_quality_qc_v1\roi_effective_support.csv,922514abaea37ad4881f0084a7f24d5b19d7be086319f93f81b680e8bb0ccb96,922514abaea37ad4881f0084a7f24d5b19d7be086319f93f81b680e8bb0ccb96,unchanged
analysis\sv_data_quality_qc_v1\source_depth_detectability_summary.csv,1f1f6ab4e815bb65fcb3313fe4f0f3e286d946e7cc3d91c4025a1b6e28454981,1f1f6ab4e815bb65fcb3313fe4f0f3e286d946e7cc3d91c4025a1b6e28454981,unchanged
analysis\sv_data_quality_qc_v1\structural_availability.csv,36be7cd941bf154a94284d5b374cbb17357d811e80846e05efbf94370f26ca8e,36be7cd941bf154a94284d5b374cbb17357d811e80846e05efbf94370f26ca8e,unchanged
analysis\sv_data_quality_qc_v1\structural_qc_relationship.csv,970f145ebd51170fe48c7ec6495f0c3cef694518fa962840d0d8fdabc70de141,970f145ebd51170fe48c7ec6495f0c3cef694518fa962840d0d8fdabc70de141,unchanged
analysis\sv_data_quality_qc_v1\structural_qc_summary.csv,f085fe640f04609d863a03ff183d53e5df4469b2c825c541f1c81315951c5c27,f085fe640f04609d863a03ff183d53e5df4469b2c825c541f1c81315951c5c27,unchanged
analysis\sv_data_quality_qc_v1\tail_depth_detectability_summary.csv,7a5a20cea9901a4ef2492eed7ff4e35169aca71f6f7050e3d5d4d1833a1a4897,7a5a20cea9901a4ef2492eed7ff4e35169aca71f6f7050e3d5d4d1833a1a4897,unchanged
analysis\sv_data_quality_qc_v1\validation.json,1c013baf000dfddbbc1cbab62b6688438b9f86472fe4a36fa93bf59bf26ffd7d,1c013baf000dfddbbc1cbab62b6688438b9f86472fe4a36fa93bf59bf26ffd7d,unchanged
analysis\sv_data_quality_qc_v1\verify_qc.py,58050b1e6e93be64dbb1cbfebee9bad026b368b2d8053aa35df64310b18b1e40,58050b1e6e93be64dbb1cbfebee9bad026b368b2d8053aa35df64310b18b1e40,unchanged
analysis\sv_data_quality_qc_v1\volume_background_stability.csv,6aea7f3669b9fc1de2ccdae654270506b86d855cbd38d813c56bb87f362866de,6aea7f3669b9fc1de2ccdae654270506b86d855cbd38d813c56bb87f362866de,unchanged
analysis\sv_data_quality_qc_v1\volume_geometry_qc.csv,dad38f4acc16f049d7f8662eda69e9072063ab88af6540690ec6adb437454338,dad38f4acc16f049d7f8662eda69e9072063ab88af6540690ec6adb437454338,unchanged
analysis\sv_data_quality_qc_v1\volume_qc_summary.csv,123f329dfe9d425648688be213c4161d633e0e8448a2f9197934a6d5d15aa412,123f329dfe9d425648688be213c4161d633e0e8448a2f9197934a6d5d15aa412,unchanged
analysis\sv_data_quality_qc_v1\volume_region_detectability_summary.csv,daef119480ceb421a0375c128bb0dcc8cd62b0c8f8de5760811d5aa5a2039469,daef119480ceb421a0375c128bb0dcc8cd62b0c8f8de5760811d5aa5a2039469,unchanged
analysis\sv_diameter_stage2_scientific_v1\_trigger.txt,fa7455294e19b674cd6f1c0b8383ac0b0dfc309e0d5c660bb9fb3b6c9390e752,fa7455294e19b674cd6f1c0b8383ac0b0dfc309e0d5c660bb9fb3b6c9390e752,unchanged
analysis\sv_diameter_stage2_scientific_v1\all_volume_metrics_with_d500_extension.csv,6dc475d846e830cd4b546bb11bc87bad9383058afcd4861213964349d7528ac0,6dc475d846e830cd4b546bb11bc87bad9383058afcd4861213964349d7528ac0,unchanged
analysis\sv_diameter_stage2_scientific_v1\common_grid_volume_metrics.csv,58a460f592b27007fac183d4a733d806be8c30a1fe784572847dd214c1e111d4,58a460f592b27007fac183d4a733d806be8c30a1fe784572847dd214c1e111d4,unchanged
analysis\sv_diameter_stage2_scientific_v1\compare_four_diameter_source_axial.py,c66c6af482946ca456e4c17d12ded0fa2aac1e6e789c5e5f77b8862e0e2b30c2,c66c6af482946ca456e4c17d12ded0fa2aac1e6e789c5e5f77b8862e0e2b30c2,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\d128_d235_source_axial_framewise.csv,9a7f56830ac252648ef6dea2de44db2489f222c5d0f685dfdb7389e880fc29ff,9a7f56830ac252648ef6dea2de44db2489f222c5d0f685dfdb7389e880fc29ff,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\d128_d235_source_axial_segment_summary.csv,758e6805de0810ae8d3ae8d9e4974dc98ff612ad7c9286602680ccf3597aa556,758e6805de0810ae8d3ae8d9e4974dc98ff612ad7c9286602680ccf3597aa556,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\d128_d235_source_axial_volume_summary.csv,4248a2ecda96e7dd29e5300790e4d89f37511a04c024c2925559de90118d4cf0,4248a2ecda96e7dd29e5300790e4d89f37511a04c024c2925559de90118d4cf0,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\output_sha256.csv,1dbe925eedeea51f37a6bde01188c2b32b77f6d817cb07fdea0055769bd89dc3,1dbe925eedeea51f37a6bde01188c2b32b77f6d817cb07fdea0055769bd89dc3,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\provenance.json,08133e2c0e344ae7d1233ca90ddf79e5adf9326738bb0f22e00af29a76901006,08133e2c0e344ae7d1233ca90ddf79e5adf9326738bb0f22e00af29a76901006,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\README.md,8751363bd38b785cafa92366def328b1075a0f8361aeb78f7e15af91cef922e3,8751363bd38b785cafa92366def328b1075a0f8361aeb78f7e15af91cef922e3,unchanged
analysis\sv_diameter_stage2_scientific_v1\d128_d235_source_axial_audit\validation.json,a5cc64244624c1bb36941a9c9c5d349b874d4a7e32b8c3f46d1e9eb7c64e8eeb,a5cc64244624c1bb36941a9c9c5d349b874d4a7e32b8c3f46d1e9eb7c64e8eeb,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_denominator_audit.csv,87729db33f3b71609a5034bfef1f2ebb42496a2a9e435cea1e1a7dffb0bc32c1,87729db33f3b71609a5034bfef1f2ebb42496a2a9e435cea1e1a7dffb0bc32c1,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_extra_flow_extension.csv,027f603091c631d93a79b1f92f5dcf034159e18370d5780c663b94574ab04201,027f603091c631d93a79b1f92f5dcf034159e18370d5780c663b94574ab04201,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\d500_axial_band_slow_axis_summary.csv,86012b1abca9fcf27f5ffed4168286c44b3523e535465c6f4f11d741306c6075,86012b1abca9fcf27f5ffed4168286c44b3523e535465c6f4f11d741306c6075,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\d500_axial_band_z_top_spearman.csv,ce7bbc83f91c143bde8760f449743a4712f383a05b5296bdd0bf44f5d5c15c34,ce7bbc83f91c143bde8760f449743a4712f383a05b5296bdd0bf44f5d5c15c34,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\d500_vs_d285_axial_band_contrasts.csv,341994369ad924c52d06777b300e6b9563d2adda36d8d434d341fe9fc146f652,341994369ad924c52d06777b300e6b9563d2adda36d8d434d341fe9fc146f652,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\d500_vs_d285_axial_band_segment_contrasts.csv,8cc0a055eca70d7d8210a14db5300fb8d6f64020f3371070287eaf3089ba91e7,8cc0a055eca70d7d8210a14db5300fb8d6f64020f3371070287eaf3089ba91e7,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\implementation_check.json,4452a98bc84664da291f52091eaaaf620233deb488d17d78a542c6daae119997,4452a98bc84664da291f52091eaaaf620233deb488d17d78a542c6daae119997,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\input_sha256.csv,3bc1d3e0c5063f59bce4db4a62af13679eb375108e15ade41412a531b91d801b,3bc1d3e0c5063f59bce4db4a62af13679eb375108e15ade41412a531b91d801b,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\output_sha256.csv,ac621c58f636a73d8ab153ec3873afcefe2f925ec3cba107cc10e47e83fc5af1,ac621c58f636a73d8ab153ec3873afcefe2f925ec3cba107cc10e47e83fc5af1,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\protected_sha256.json,d8780b4c1954384a8fb1c805cd5e0f8eb33b18b21dc334b661dcecf1f7cb3565,d8780b4c1954384a8fb1c805cd5e0f8eb33b18b21dc334b661dcecf1f7cb3565,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\provenance.json,746eace1d4dee322f50a81a1f9760c6726e270db7019d9f1d1e6004bbc7e3fb3,746eace1d4dee322f50a81a1f9760c6726e270db7019d9f1d1e6004bbc7e3fb3,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\README.md,99b34cfc4fffa9b99a9bcc947adf2dae05f3526ba2d165b0fb54f02fc98dadfb,99b34cfc4fffa9b99a9bcc947adf2dae05f3526ba2d165b0fb54f02fc98dadfb,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\source_axial_band_framewise.csv,1fa1674b45d730908f10f42bfb3f7d57c74991a337b8244c7076a2becebfaf0a,1fa1674b45d730908f10f42bfb3f7d57c74991a337b8244c7076a2becebfaf0a,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\source_axial_band_volume_summary.csv,33c2b6e95821e8bbf5c7cba49c98c9966c37f1c562549b30a3f124e23081926e,33c2b6e95821e8bbf5c7cba49c98c9966c37f1c562549b30a3f124e23081926e,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_audit\validation.json,9b1b22cf6a7ffb131c01eaea4d3d7f2e64bff511cc2b23cf5fb04f820b930e9c,9b1b22cf6a7ffb131c01eaea4d3d7f2e64bff511cc2b23cf5fb04f820b930e9c,unchanged
analysis\sv_diameter_stage2_scientific_v1\D500_source_axial_audit_STATUS.md,2c6f393ea9d76890a81c415d1e472ff525ebd780e633633002afb794d6ec8180,2c6f393ea9d76890a81c415d1e472ff525ebd780e633633002afb794d6ec8180,unchanged
analysis\sv_diameter_stage2_scientific_v1\d500_source_axial_local_array_audit.py,12489b3f6b97e21dcb926d46c9d551ee8aa3470029ad1b4d44a38277f699fb2b,12489b3f6b97e21dcb926d46c9d551ee8aa3470029ad1b4d44a38277f699fb2b,unchanged
analysis\sv_diameter_stage2_scientific_v1\depth_band_summary.csv,605ef0d1d620fa748685be6071c14505e9380e7e5a3782bab5a37e059f26a7fc,605ef0d1d620fa748685be6071c14505e9380e7e5a3782bab5a37e059f26a7fc,unchanged
analysis\sv_diameter_stage2_scientific_v1\depth_diameter_contrasts.csv,c820b9095bcdbb1614482318e61a683d3e29df00904c311c6509df4344b88a82,c820b9095bcdbb1614482318e61a683d3e29df00904c311c6509df4344b88a82,unchanged
analysis\sv_diameter_stage2_scientific_v1\depth_profile_summary.csv,7b5386bee1cf1775c4efb3147195279c99117557a0b131bf9ecb6e04d4fa5402,7b5386bee1cf1775c4efb3147195279c99117557a0b131bf9ecb6e04d4fa5402,unchanged
analysis\sv_diameter_stage2_scientific_v1\depth_selected_common_grid.csv,5ab2fda64b6ac6c7b1dab0d94e02454ed76474fa8a0ca5138754f8b9f92d5409,5ab2fda64b6ac6c7b1dab0d94e02454ed76474fa8a0ca5138754f8b9f92d5409,unchanged
analysis\sv_diameter_stage2_scientific_v1\diameter_contrasts_by_flow.csv,5396462e64b54f53ab04e9999678d52a2e4a6d975569d77d922b166956db1343,5396462e64b54f53ab04e9999678d52a2e4a6d975569d77d922b166956db1343,unchanged
analysis\sv_diameter_stage2_scientific_v1\figure_common_grid_ri_tail.png,a2e9e91111e503a35c98438132950c08c2c1e1efccfda6b527e19f80d455ee7b,a2e9e91111e503a35c98438132950c08c2c1e1efccfda6b527e19f80d455ee7b,unchanged
analysis\sv_diameter_stage2_scientific_v1\figure_depth_profiles_common_grid.png,85bb6d230ae3e8fac1ff458567856aa0458041a3dbe2fc88fc59e6506a406177,85bb6d230ae3e8fac1ff458567856aa0458041a3dbe2fc88fc59e6506a406177,unchanged
analysis\sv_diameter_stage2_scientific_v1\figure_ri_tail_by_diameter.png,a2e9e91111e503a35c98438132950c08c2c1e1efccfda6b527e19f80d455ee7b,a2e9e91111e503a35c98438132950c08c2c1e1efccfda6b527e19f80d455ee7b,unchanged
analysis\sv_diameter_stage2_scientific_v1\figure_source_by_diameter.png,17f544e892c56b8051c3db3e359593114a489b8b340f677d0851872df9688595,17f544e892c56b8051c3db3e359593114a489b8b340f677d0851872df9688595,unchanged
analysis\sv_diameter_stage2_scientific_v1\figure_tail500_by_diameter.png,7084f60af4b9cfe9e5eda22cd9a8a175e9429649615e0a94d1a2bb08e53e5a37,7084f60af4b9cfe9e5eda22cd9a8a175e9429649615e0a94d1a2bb08e53e5a37,unchanged
analysis\sv_diameter_stage2_scientific_v1\findings_summary.json,f27c00986e27b7dac15e7ab377d2709773b0f8a5e92a86ff4162a4f7a591a4a9,f27c00986e27b7dac15e7ab377d2709773b0f8a5e92a86ff4162a4f7a591a4a9,unchanged
analysis\sv_diameter_stage2_scientific_v1\flow_variation_by_diameter.csv,08460a7f2f44de41e0602b40f9dfee3d87c507d46110f1d7995539b140c16f90,08460a7f2f44de41e0602b40f9dfee3d87c507d46110f1d7995539b140c16f90,unchanged
analysis\sv_diameter_stage2_scientific_v1\four_diameter_source_signal_round_summary.csv,24d2f42265cd42beb7366fe842a8eb26a5f671a3a43ea35c906ba5df99bb765f,24d2f42265cd42beb7366fe842a8eb26a5f671a3a43ea35c906ba5df99bb765f,unchanged
analysis\sv_diameter_stage2_scientific_v1\geometry_qc_summary.csv,0e9672c8e4b8ca55ea9f2a94ece373cfd18f3c9dd689ed6caa61a223ecb17a9a,0e9672c8e4b8ca55ea9f2a94ece373cfd18f3c9dd689ed6caa61a223ecb17a9a,unchanged
analysis\sv_diameter_stage2_scientific_v1\provenance.json,e49d74c3576925224a375e05481465d142defecbf3f44094a6c1ab721ff3555e,e49d74c3576925224a375e05481465d142defecbf3f44094a6c1ab721ff3555e,unchanged
analysis\sv_diameter_stage2_scientific_v1\README.md,eb8c97f1252aa1fd15feade3f64c6dd9ce9a09fbdb6b05ce7395c443af62c18c,eb8c97f1252aa1fd15feade3f64c6dd9ce9a09fbdb6b05ce7395c443af62c18c,unchanged
analysis\sv_diameter_stage2_scientific_v1\restricted_subset_contrasts.csv,afa056ccc161d6a275c3829416eda59ae98cd5be25252d45164997971e61f7cf,afa056ccc161d6a275c3829416eda59ae98cd5be25252d45164997971e61f7cf,unchanged
analysis\sv_diameter_stage2_scientific_v1\restricted_subset_diameter_summary.csv,d57a7e5813d5cd9ba9a72b85cf938174491f5b12a6c5cf882f82a9d7cd7a180d,d57a7e5813d5cd9ba9a72b85cf938174491f5b12a6c5cf882f82a9d7cd7a180d,unchanged
analysis\sv_diameter_stage2_scientific_v1\restricted_subset_summary.csv,819cf44b6cb5f1c2470e18dbb6a786391f25ad8f184a07b6858b73c601d87cb4,819cf44b6cb5f1c2470e18dbb6a786391f25ad8f184a07b6858b73c601d87cb4,unchanged
analysis\sv_diameter_stage2_scientific_v1\slow_axis_robustness_details.csv,104dc4169a50e09fffb857a34d1d28b381966da5bf6a5b5f70041105813c66fe,104dc4169a50e09fffb857a34d1d28b381966da5bf6a5b5f70041105813c66fe,unchanged
analysis\sv_diameter_stage2_scientific_v1\slow_axis_segment_summary.csv,d4c631b511d515891e83c145b13e333ab6640db9f6845f40bb2c1f96cd0e9f98,d4c631b511d515891e83c145b13e333ab6640db9f6845f40bb2c1f96cd0e9f98,unchanged
analysis\sv_diameter_stage2_scientific_v1\source_tail_ratio_decomposition.csv,9b2dcce2f08742ce5d1e822fb3d604ed14b31052c0f90b5bf8b817b6660ea1a6,9b2dcce2f08742ce5d1e822fb3d604ed14b31052c0f90b5bf8b817b6660ea1a6,unchanged
analysis\sv_diameter_stage2_scientific_v1\SV_four_diameter_source_signal_round_summary_v1.md,a2fedd0694d2a732864234702e695a8243ac7850e3fcae7e894904ef2f41a618,a2fedd0694d2a732864234702e695a8243ac7850e3fcae7e894904ef2f41a618,unchanged
analysis\sv_diameter_stage2_scientific_v1\validation.json,cde3d16615ead26c58e73910b4ae0fb485a0afa6d1c65cc94559eb1a8af980ca,cde3d16615ead26c58e73910b4ae0fb485a0afa6d1c65cc94559eb1a8af980ca,unchanged
analysis\ACTIVE_ANALYSIS_POLICY.json,399102675697b84e070629ce10e3d6981e5e748911fadbffbeba6009be7781c0,399102675697b84e070629ce10e3d6981e5e748911fadbffbeba6009be7781c0,unchanged
analysis/sv_fixed_diameter_selective_v2/absolute_integral_metrics.csv,6fe96986661fbd5bae638e8a81f1e90f4b53526ae462e568ebafaa490b33958b,6fe96986661fbd5bae638e8a81f1e90f4b53526ae462e568ebafaa490b33958b,unchanged
analysis/sv_fixed_diameter_selective_v2/adjacent_difference.csv,f7aedd78665cd456695581f4ed2be4b7ee5c8c442aab34df40014a5fc5a77007,f7aedd78665cd456695581f4ed2be4b7ee5c8c442aab34df40014a5fc5a77007,unchanged
analysis/sv_fixed_diameter_selective_v2/adjacent_difference_across_flow.csv,ab5036b15868ddc35e5b6cecd821b9d2f14d51e40fec62e06a1a4f4d818bc5f3,ab5036b15868ddc35e5b6cecd821b9d2f14d51e40fec62e06a1a4f4d818bc5f3,unchanged
analysis/sv_fixed_diameter_selective_v2/analysis_plan.json,4ebc6f58c0949ca351229b30e8447777272348c7a1e582eb0c39d211f5ba0197,4ebc6f58c0949ca351229b30e8447777272348c7a1e582eb0c39d211f5ba0197,unchanged
analysis/sv_fixed_diameter_selective_v2/analysis_specification.md,a9a812f7e8bfdd26939b9ef6ab87648aca214e7edf2df4df7e12776d63324d23,a9a812f7e8bfdd26939b9ef6ab87648aca214e7edf2df4df7e12776d63324d23,unchanged
analysis/sv_fixed_diameter_selective_v2/analyze_controls.py,d39763db86f2b882aedc712c69d44819e05a4940d03d790274e7dbc922c7e716,d39763db86f2b882aedc712c69d44819e05a4940d03d790274e7dbc922c7e716,unchanged
analysis/sv_fixed_diameter_selective_v2/analyze_tables.py,f20f932e13cb88269b4c0e4028ee342133daeef61150eb90854a0a5dcb5aaa3a,f20f932e13cb88269b4c0e4028ee342133daeef61150eb90854a0a5dcb5aaa3a,unchanged
analysis/sv_fixed_diameter_selective_v2/answer_evidence.csv,c830195b25237c35bf7f3e90fb6cc439cf5ce3efe8af72267d509cc471ccbd37,c830195b25237c35bf7f3e90fb6cc439cf5ce3efe8af72267d509cc471ccbd37,unchanged
analysis/sv_fixed_diameter_selective_v2/answer_evidence_rows.csv.gz,283b6833c3ff3882918a1f1ce9255eaf0e1644f7adee048003953f757d586e2b,283b6833c3ff3882918a1f1ce9255eaf0e1644f7adee048003953f757d586e2b,unchanged
analysis/sv_fixed_diameter_selective_v2/array_identity_on_read.csv.gz,52e549c52de6b2b19eb888a096df1e9e44f0b8089c01dce37d8d32d09a7578ab,52e549c52de6b2b19eb888a096df1e9e44f0b8089c01dce37d8d32d09a7578ab,unchanged
analysis/sv_fixed_diameter_selective_v2/background_covariation_across_flow.csv,c225971f419cfb975ab844ee42749dd0d31c4490253095ed074416d18fc55b6c,c225971f419cfb975ab844ee42749dd0d31c4490253095ed074416d18fc55b6c,unchanged
analysis/sv_fixed_diameter_selective_v2/background_coverage.csv,10c76ade241f2ba61c329bb6272fa618ee332946519bdee27fb9e1ac2e9db73e,10c76ade241f2ba61c329bb6272fa618ee332946519bdee27fb9e1ac2e9db73e,unchanged
analysis/sv_fixed_diameter_selective_v2/background_drift.csv,9143a661617b81c7c99011bc3465bc076927d31c0803cc25868a2c11932915c6,9143a661617b81c7c99011bc3465bc076927d31c0803cc25868a2c11932915c6,unchanged
analysis/sv_fixed_diameter_selective_v2/background_drift_curves.csv.gz,8ad020d81feee47fcc715aab20287f3629c80aee71f4f4b0e07f4e910531d96e,8ad020d81feee47fcc715aab20287f3629c80aee71f4f4b0e07f4e910531d96e,unchanged
analysis/sv_fixed_diameter_selective_v2/background_real_tail_covariation.csv,e40229a692012c8318004a58c36225411811a640aa26a062ea74fbf7ca9d6802,e40229a692012c8318004a58c36225411811a640aa26a062ea74fbf7ca9d6802,unchanged
analysis/sv_fixed_diameter_selective_v2/build_report.py,3ea2744a6a19da74a51bc6585a815847eae69a189dce645fff96843a0cda2507,3ea2744a6a19da74a51bc6585a815847eae69a189dce645fff96843a0cda2507,unchanged
analysis/sv_fixed_diameter_selective_v2/cohort_primary.csv,6a99b410a7ea66dd0b6e0d6849f3878b08dc662128315ec72fd98d1e45e735f2,6a99b410a7ea66dd0b6e0d6849f3878b08dc662128315ec72fd98d1e45e735f2,unchanged
analysis/sv_fixed_diameter_selective_v2/column_mapping.json,31272ba704c5f6fff45e33f2d6192ea18f1651b53bb41818707d3f2b61ecc9b3,31272ba704c5f6fff45e33f2d6192ea18f1651b53bb41818707d3f2b61ecc9b3,unchanged
analysis/sv_fixed_diameter_selective_v2/common.py,52d6ba75c7ea7fee110c794cfff66e7e7a52984a2fc5f5991f0d2c43eba037a0,52d6ba75c7ea7fee110c794cfff66e7e7a52984a2fc5f5991f0d2c43eba037a0,unchanged
analysis/sv_fixed_diameter_selective_v2/common_support_masks.csv.gz,5c3b6081139f1673134f4b505801087d57ebcb7d3ba3b45d0915381182328c6f,5c3b6081139f1673134f4b505801087d57ebcb7d3ba3b45d0915381182328c6f,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_A_cells.csv,72c14637ad50238b93452b537a7e222b99fee7f8c8fc0d6a2387b7177d545571,72c14637ad50238b93452b537a7e222b99fee7f8c8fc0d6a2387b7177d545571,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_A_summary.csv,ab4bdcd88d2c7733a0d51d7443166c3e86a7939ee7bb62dd95f7fa16293e66a1,ab4bdcd88d2c7733a0d51d7443166c3e86a7939ee7bb62dd95f7fa16293e66a1,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_B_fixed_pairs.csv,d006ff4f73f07ffc5b5b87716a8759b3086bf8ecaedf3a9191f4e0b803f9b968,d006ff4f73f07ffc5b5b87716a8759b3086bf8ecaedf3a9191f4e0b803f9b968,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_B_review.csv,cc0b0c1dd3a7cf20e2af2a336814e8dba8188dec302dc3f128432094f8047dbc,cc0b0c1dd3a7cf20e2af2a336814e8dba8188dec302dc3f128432094f8047dbc,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_D_detrend_support.csv.gz,e65c3a68bed98e0c93a20fa67a1c8afe4e5796050361f39746368b8d588e74e9,e65c3a68bed98e0c93a20fa67a1c8afe4e5796050361f39746368b8d588e74e9,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_D_identity_receipts.csv.gz,fda222026e3beb6a54463188fc3b9ef3fd3f4d08b0b5890fba57da1b6ff942bb,fda222026e3beb6a54463188fc3b9ef3fd3f4d08b0b5890fba57da1b6ff942bb,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_D_integration_checks.csv,9e3325c41b35d80bb06e5e9b261e287be7c77cb94bf1485da655515ce40022f1,9e3325c41b35d80bb06e5e9b261e287be7c77cb94bf1485da655515ce40022f1,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_D_structural_correlations.csv,201a6927a8cddfbb0fc16df3f6e2b1505cd499c80879f0f8a0d3d2ae0d708891,201a6927a8cddfbb0fc16df3f6e2b1505cd499c80879f0f8a0d3d2ae0d708891,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_D_structural_framewise.csv.gz,fcca63865b98ca824f1f0556b9bc45c3d7ca6cf2be8d2d68f57252c016624f9b,fcca63865b98ca824f1f0556b9bc45c3d7ca6cf2be8d2d68f57252c016624f9b,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_extension_log.csv,d240bfb602c03248a226a513ae68b54c950e7ed25d2752dc466d75efccc33767,d240bfb602c03248a226a513ae68b54c950e7ed25d2752dc466d75efccc33767,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_structural.py,28f1f35c63b2507c8f04b0166cb9a66ba65a7f1439dfecb759dad82b861a792c,28f1f35c63b2507c8f04b0166cb9a66ba65a7f1439dfecb759dad82b861a792c,unchanged
analysis/sv_fixed_diameter_selective_v2/conditional_validation.json,97eb17e17e92badb5e494b467a46a5e82939939e4aa67b6cd23bcad38938e714,97eb17e17e92badb5e494b467a46a5e82939939e4aa67b6cd23bcad38938e714,unchanged
analysis/sv_fixed_diameter_selective_v2/control_position_independent_checks.csv.gz,0124da521e9c3356c19240053d721fd55e09f4b396646e3625902fa89730b22f,0124da521e9c3356c19240053d721fd55e09f4b396646e3625902fa89730b22f,unchanged
